Ewe/V	I/mA
-0.7086575	-0.0010673575
-0.70840937	-0.00090508984
-0.70837116	-0.00098787819
-0.70816123	-0.00093614333
-0.70797032	-0.00088020874
-0.70795125	-0.00095828809
-0.70760763	-0.00078628445
-0.70739764	-0.00087556342
-0.70741671	-0.00073003164
-0.70716858	-0.00097667845
-0.70690131	-0.00085017324
-0.70684403	-0.00087664527
-0.70669132	-0.00073766778
-0.70650041	-0.00074969459
-0.7063477	-0.00074797653
-0.70611864	-0.00063636183
-0.70608044	-0.00087034545
-0.70585138	-0.00063464366
-0.70571774	-0.00058831787
-0.70548868	-0.00096706965
-0.70537412	-0.00070158707
-0.70516413	-0.00064361613
-0.70499235	-0.00088498124
-0.70489693	-0.00059786305
-0.70459145	-0.00071253214
-0.70434332	-0.00090833515
-0.70438153	-0.00071895926
-0.70405698	-0.00065557938
-0.70407605	-0.00088561769
-0.70386606	-0.00068523298
-0.70371336	-0.00067263341
-0.70338887	-0.00078513898
-0.70340794	-0.00050317508
-0.7030834	-0.00053645589
-0.70289254	-0.00050597498
-0.70287341	-0.00052328355
-0.70256799	-0.00052035635
-0.70247257	-0.0005031114
-0.70235801	-0.00056992756
-0.70218623	-0.00047536683
-0.70197624	-0.00028955447
-0.70174718	-0.0004233139
-0.7016899	-0.000443486
-0.70149899	-0.00022509285
-0.70126992	-0.00035312519
-0.7011745	-0.00040670534
-0.70079267	-0.00051583833
-0.70056361	-0.00040778716
-0.7004109	-0.00042802287
-0.70006728	-0.00044335873
-0.69974273	-0.00043285906
-0.69968551	-0.00046117633
-0.69932282	-0.00043495902
-0.69901735	-0.00042127757
-0.69884557	-0.000365343
-0.69871193	-0.00043050462
-0.69825381	-0.00040167823
-0.6981774	-0.00039416939
-0.69804382	-0.00022757458
-0.69777656	-0.00031519911
-0.69771928	-0.00036757023
-0.69741386	-0.00037972437
-0.69731838	-0.00046995791
-0.69720387	-0.00046155814
-0.69689846	-0.00052678341
-0.69680297	-0.00020294808
-0.69666934	-0.00022006573
-0.69624937	-0.000246474
-0.69596303	-0.00026753696
-0.6958676	-0.00010622382
-0.69560033	-0.00021643857
-0.69533312	-0.00023788336
-0.69516128	-0.00015840401
-0.69477952	-0.00019696646
-0.69462681	-0.00023998329
-0.69434047	-0.0002217202
-0.69409227	-0.0001426227
-0.69380593	-0.00020632069
-0.69361508	-6.7215959e-05
-0.69334781	1.0099817e-05
-0.69306147	-1.1408605e-05
-0.692756	-7.9942831e-05
-0.69262242	-8.7324413e-05
-0.69243151	-3.9216826e-05
-0.69225967	-7.4661177e-05
-0.69225967	-2.3435501e-05
-0.69197333	-2.2417349e-05
-0.69157249	-4.7171125e-05
-0.69120979	5.6934718e-05
-0.69115251	-6.0343442e-05
-0.6909616	-5.3789103e-05
-0.69065619	-3.9662271e-05
-0.69033164	1.6145081e-05
-0.69010258	-7.7178111e-06
-0.6899308	2.7917442e-05
-0.68962538	-0.00014694984
-0.68931991	-0.00010227849
-0.6890527	1.2708825e-05
-0.68884271	-9.2415168e-05
-0.68859452	9.3646497e-07
-0.68838453	-5.1307361e-05
-0.68815547	6.9852504e-05
-0.6877737	4.4780554e-05
-0.68764007	4.5671433e-05
-0.68727738	0.00015798613
-0.68702918	0.00015493168
-0.68699104	4.7580466e-05
-0.68680012	-6.3016087e-05
-0.68660921	0.0001583043
-0.68657106	0.00021678429
-0.68628472	0.00011897825
-0.68615109	0.00012470533
-0.6859411	0.00016899485
-0.68573111	0.00016530408
-0.68571204	0.00014354111
-0.68565476	0.00013310507
-0.68536842	0.00021392074
-0.68523479	0.00031866293
-0.68513936	0.00021239353
-0.68485302	0.0003213356
-0.6846239	0.00030281799
-0.68439484	0.0001568407
-0.68431848	0.00022232048
-0.68405122	0.00019852123
-0.68393672	0.00023854725
-0.68378401	0.00027730057
-0.68361217	0.00020615736
-0.68353581	0.00019820304
-0.68338311	0.0002321838
-0.68294406	0.00026622819
-0.68302041	0.0002458652
-0.6828295	0.00025019233
-0.68256223	0.00020431195
-0.68252409	0.00017077664
-0.68240952	0.00025184682
-0.68200868	0.00032585362
-0.68210411	0.00029060018
-0.68197048	0.00023714729
-0.68162686	0.00023829269
-0.6815505	0.00013959578
-0.68124509	0.00023682912
-0.68111145	0.0002192024
-0.68109238	0.00020488465
-0.68076783	0.00026062838
-0.68057698	0.00027348252
-0.68055785	0.00031459035
-0.68029064	0.00036696144
-0.68002337	0.00024293801
-0.67996609	0.00042499599
-0.6797561	0.00030930867
-0.67962247	0.00046839463
-0.67945069	0.00040145128
-0.67931706	0.00039406971
-0.67916435	0.00044071366
-0.67903072	0.000394706
-0.67870617	0.00051522953
-0.6787253	0.00045776772
-0.67843896	0.00048137602
-0.67830533	0.00048252143
-0.67817169	0.00055073755
-0.67796171	0.0004872304
-0.6779235	0.00039298789
-0.67767537	0.0005496557
-0.67750359	0.00047138546
-0.67746538	0.00064256194
-0.67714083	0.00047806709
-0.67708361	0.00057116419
-0.67670178	0.00056651887
-0.67668271	0.00049448473
-0.67660636	0.00043568655
-0.67633909	0.0005744095
-0.67603368	0.00060234498
-0.6760146	0.00056085538
-0.67580462	0.00051083876
-0.67565191	0.00053107453
-0.67555642	0.00062595343
-0.67519373	0.00060056325
-0.67502195	0.00051707495
-0.67511737	0.0005131932
-0.67479283	0.00049715734
-0.67460197	0.00041360545
-0.67446834	0.00046279479
-0.67429656	0.00055843726
-0.67408657	0.00050969335
-0.67401022	0.00048226694
-0.67380023	0.00048233054
-0.67362839	0.00067603361
-0.67351389	0.00064803456
-0.67332298	0.00064008019
-0.67303663	0.00063371682
-0.67305571	0.00065306161
-0.67278844	0.00065477972
-0.67254031	0.00068990589
-0.67252123	0.0005952816
-0.6723876	0.00066407037
-0.67219669	0.00067437912
-0.67208213	0.00073572272
-0.67191035	0.00074412243
-0.671624	0.00073095009
-0.67154765	0.00076365814
-0.67135674	0.00069448759
-0.67112768	0.00087151845
-0.67103225	0.00082557445
-0.67072678	0.00077103975
-0.67063135	0.00092592579
-0.67049772	0.00077396695
-0.67040229	0.00088023639
-0.67009687	0.0008587279
-0.67002052	0.00084511022
-0.66986775	0.00084581017
-0.66960055	0.00084835559
-0.66950506	0.00087584561
-0.66933328	0.00077129429
-0.66904694	0.00088399078
-0.66900873	0.00079375727
-0.66893238	0.00098606024
