Ewe/V	I/mA
-0.71007013	-0.00072061375
-0.70972651	-0.00068701478
-0.70955473	-0.00058691791
-0.70915383	-0.00050196605
-0.70903933	-0.00060728093
-0.70879114	-0.00063241652
-0.70858115	-0.00054434652
-0.70848572	-0.0004516312
-0.70829481	-0.00048402112
-0.70800847	-0.00059207232
-0.70787489	-0.00061536249
-0.70766491	-0.0005038114
-0.70758855	-0.00061148079
-0.70741671	-0.00045290391
-0.70728308	-0.00048974826
-0.70701581	-0.0003512798
-0.70692039	-0.00037126098
-0.70661497	-0.00037533362
-0.70655769	-0.0003127174
-0.70644313	-0.00050075696
-0.706195	-0.00028497278
-0.70598501	-0.00040174188
-0.70588958	-0.00036228856
-0.70581323	-0.00043247727
-0.70564139	-0.00028828179
-0.70545053	-0.00032200798
-0.70518327	-0.00024469223
-0.70504963	-0.00029668154
-0.70493507	-0.00033028045
-0.70472509	-0.00021586585
-0.70445788	-0.00029852692
-0.70445788	-0.00013263209
-0.70424789	-0.0002716732
-0.70398062	-0.00023508341
-0.70392334	-0.00032499881
-0.70369428	-0.00014974974
-0.70357972	-0.00027663671
-0.70342702	-0.00029903601
-0.70315975	-0.00017743069
-0.7030834	-0.0001792761
-0.70283526	-0.00034288008
-0.70264435	-0.00025041931
-0.70270163	-0.00014707709
-0.70235801	-0.00032086257
-0.70216709	-0.00027873664
-0.70203352	-0.00016565833
-0.70189989	-0.0001835396
-0.70167077	-0.00025970995
-0.70144171	-0.00017583984
-0.70140356	-9.9287674e-05
-0.70126992	-0.00019372111
-0.70104086	-0.00020562072
-0.70094538	-0.00021942938
-0.70071632	-0.00018939395
-0.70042998	-0.00030883568
-0.7004109	-0.00012735045
-0.70033455	-0.00020517527
-0.69995272	-0.00022426559
-0.69991457	-1.4908496e-05
-0.69966638	-0.00026492795
-0.69951367	-7.7461089e-05
-0.69939917	-0.000237247
-0.69917005	-0.00024424677
-0.69903648	-8.7706227e-05
-0.69884557	-0.00015458596
-0.69865465	-0.00022464739
-0.69850194	-5.5761768e-05
-0.69840652	-0.000161713
-0.69825381	-0.00022884726
-0.69792926	-0.00021293866
-0.69791019	-0.00022992905
-0.69760472	-0.00010329665
-0.69760472	-0.00017666708
-0.69741386	-0.00017437624
-0.69722295	-0.00016139483
-0.69687933	-6.8234098e-05
-0.69701296	-0.00031818994
-0.69670755	-0.00022840183
-0.69653571	-0.00024831938
-0.69636393	-0.00017590348
-0.69617301	-0.00017405808
-0.69609666	-0.00026651882
-0.69600123	-0.00010043311
-0.69563854	-0.00026104625
-0.6954667	-0.00030266316
-0.69539034	-0.0001309776
-0.6953522	-0.00014758618
-0.69500858	-5.219824e-05
-0.69497043	-9.2987873e-05
-0.69472224	-3.7880505e-05
-0.69449317	-0.00011093277
-0.69451225	-0.00012219606
-0.69413048	-2.6299049e-05
-0.69409227	-5.2389143e-05
-0.69382501	-8.4177891e-06
-0.6936723	-1.9426538e-05
-0.69353867	8.7606495e-05
-0.69348145	-0.00010838739
-0.69321418	-6.0152535e-05
-0.69294691	-3.4543073e-06
-0.69294691	-7.5424789e-05
-0.692756	-9.6233227e-05
-0.6923933	-0.00012925947
-0.6923933	-0.00019938454
-0.6921261	-0.00020052996
-0.69208789	-0.00017163996
-0.6918779	-0.00015363144
-0.6917634	-0.00021828394
-0.69147706	-0.00013358661
-0.69132429	-1.3063098e-05
-0.69124794	-1.1854046e-05
-0.69103795	-3.4543073e-06
-0.69109523	-2.108103e-05
-0.69065619	-2.0571955e-05
-0.69050348	4.4589651e-05
-0.69042712	8.5697466e-05
-0.69023621	0.0001951486
-0.69017893	2.9444667e-05
-0.6899308	9.3015413e-05
-0.68966353	0.0001564589
-0.68960625	0.00015715887
-0.68937719	6.9852504e-05
-0.68903357	7.0170667e-05
-0.68909085	0.00025471041
-0.68886179	6.3425432e-05
-0.68863273	8.8115565e-05
-0.68851817	-5.6178765e-06
-0.68840361	-8.8788009e-05
-0.68815547	-9.1397014e-05
-0.68807912	-3.317156e-05
-0.68794549	-7.3452124e-05
-0.68779278	-7.9942831e-05
-0.6873728	2.8999226e-05
-0.68750644	3.6253547e-05
-0.6872201	0.00017605828
-0.68695283	0.00016594042
-0.68687648	0.00018776701
-0.68662834	0.00014774098
-0.68651378	0.00018980331
-0.68636107	0.00020418469
-0.68624651	0.0001468501
-0.68599838	0.00028570031
-0.68584567	0.00020297563
-0.68578839	0.00032954442
-0.68555933	0.00017504014
-0.68536842	0.00023555645
-0.68515843	0.000231802
-0.68500572	0.00018000363
-0.68492937	0.00026559187
-0.68470025	0.00022002964
-0.6845094	5.6107474e-05
-0.68449032	0.00010701497
-0.68424213	-4.0616786e-05
-0.68405122	5.5852935e-05
-0.68407035	-9.1177671e-06
-0.68365037	6.7179855e-05
-0.68357402	0.00017803095
-0.68345946	0.00018413985
-0.68324947	0.000327699
-0.68307769	0.00019355776
-0.68292499	0.0002449743
-0.68265772	0.00027074624
-0.6824668	0.00027017354
-0.68227589	0.00038261552
-0.68221867	0.00030905413
-0.68206596	0.00025082869
-0.68185598	0.00020380288
-0.68168414	0.00028932746
-0.68132144	0.00035410729
-0.68145508	0.00026317374
-0.68118781	0.00035086196
-0.68090147	0.00026247377
-0.68099695	0.00017014028
-0.68067241	0.00032381731
-0.68038607	0.00028436398
-0.68036699	0.00024465614
-0.68023336	0.00032521726
-0.67992795	0.00024592882
-0.68002337	0.00026552822
-0.67983246	0.00022823847
-0.67945069	0.00019355776
-0.67948884	0.00014207752
-0.67918342	0.00030288158
-0.67899251	0.00029467276
-0.67899251	0.00018897608
-0.67864895	0.00026661
-0.67849618	0.00032439004
-0.67836261	0.00031853569
-0.67828619	0.0003041543
-0.67799985	0.00037867014
-0.6779235	0.00034208037
-0.67763716	0.00041525991
-0.67748445	0.00051122054
-0.67742717	0.00035328002
-0.67715997	0.00042747773
-0.67700726	0.00042773224
-0.67693084	0.00050549349
-0.67672092	0.00039546963
-0.6766445	0.00053215626
-0.67639637	0.00047653983
-0.67614824	0.00048137602
-0.6760146	0.00054641033
-0.67584276	0.0005996087
-0.67569005	0.00057129143
-0.67542279	0.00047094002
-0.67544192	0.00049862097
-0.67517465	0.00047698527
-0.67488831	0.00049213029
-0.67490739	0.00045764042
-0.67462105	0.00034558028
-0.67456377	0.00039311516
-0.67443013	0.00027850963
-0.67410564	0.0003969332
-0.6739338	0.00046693106
-0.67389566	0.00040953283
-0.67364746	0.00029002747
-0.67357111	0.00043053221
-0.67345661	0.00042773224
-0.67317027	0.00052833825
-0.67303663	0.00051039329
-0.67292207	0.00048913946
-0.67263573	0.00042461418
-0.6725021	0.00044885889
-0.67234939	0.00052452018
-0.67219669	0.00045993127
-0.67204398	0.00047781254
-0.67192942	0.00068487885
-0.67171943	0.00061265373
-0.67152858	0.00054634677
-0.67143309	0.00056728249
-0.67114675	0.00069493306
-0.67108953	0.00063473493
-0.67105132	0.00078923919
-0.67068863	0.00079083006
-0.67049772	0.00070276007
-0.67044044	0.0006458073
