Ewe/V	I/mA
-0.70936382	-0.00064024358
-0.70913476	-0.00051297474
-0.70892477	-0.00042426842
-0.70873392	-0.00026728245
-0.70835209	-0.00041351424
-0.70823759	-0.0003580887
-0.70795125	-0.00043171365
-0.70774126	-0.00040142366
-0.70766491	-0.00045818556
-0.70751214	-0.00049496623
-0.70730215	-0.00044113153
-0.70714945	-0.00041485057
-0.70705402	-0.00042630476
-0.70678675	-0.00042102308
-0.70663404	-0.00041262334
-0.70640498	-0.00031488095
-0.70621407	-0.00022152931
-0.70615679	-0.00017545803
-0.7059468	-0.00028058203
-0.70575595	-0.0003179354
-0.70556504	-0.00025251924
-0.70527869	-0.00019683917
-0.70525962	-0.00018977576
-0.70522141	-0.00026632793
-0.70501143	-0.00016584925
-0.70474422	-0.00028541824
-0.70461059	-0.00040186915
-0.70441967	-0.00028160019
-0.70426697	-0.00022744729
-0.70420969	-0.00032238979
-0.7039997	-0.00033855296
-0.70378971	-0.00016826733
-0.70357972	-0.00034771627
-0.70350337	-0.00025430103
-0.70310253	-0.00025652823
-0.7030834	-0.00028987267
-0.70291162	-6.5306929e-05
-0.70270163	-0.00020345714
-0.70256799	-0.00018112149
-0.70231986	-0.00020638433
-0.70212895	-0.00016820371
-0.70209074	-0.00020135722
-0.7018044	-0.00013275936
-0.70174718	-0.00025856451
-0.70161355	-0.00022732005
-0.70136535	-0.00017482167
-0.70126992	-0.00033352582
-0.70115536	-0.0002739004
-0.70094538	-0.00011608716
-0.70060182	-0.00022802001
-0.70054454	-0.00037507905
-0.70035362	-0.000225411
-0.70016271	-0.00020562072
-0.70014364	-3.5016961e-05
-0.69995272	-0.00024475585
-0.69964731	-8.9169815e-05
-0.6994946	-8.1024613e-05
-0.69930369	-0.00012213241
-0.69913191	-0.00012276878
-0.69917005	-5.3980002e-05
-0.6989792	-8.5033585e-05
-0.69882649	-0.00017049455
-0.69865465	-0.00015382234
-0.69842559	-0.00024131962
-0.6981774	-0.00013390479
-0.6981774	-0.00017450351
-0.69779563	-0.00018290326
-0.69777656	-0.00032417159
-0.69771928	-0.00024774668
-0.69747114	-0.000302345
-0.69733751	-0.0001624766
-0.69708931	-0.00011201455
-0.69695568	-0.00010927828
-0.69663119	-7.4406635e-05
-0.69666934	-1.6117549e-05
-0.69651663	1.3345169e-05
-0.69624937	-1.1281336e-05
-0.69619215	6.2152736e-05
-0.69602031	4.2680622e-05
-0.69571489	-7.1288552e-05
-0.69561946	-8.496995e-05
-0.69531399	-7.4470277e-05
-0.69521856	-9.521508e-05
-0.69504678	-0.00019085755
-0.69489402	-0.00029579064
-0.69460768	-0.00010743287
-0.69464588	-0.000193912
-0.69435954	-7.6824748e-05
-0.69422591	8.1271501e-06
-0.69409227	5.9480095e-05
-0.69388229	-4.8825619e-05
-0.69363415	4.0898853e-05
-0.69359595	7.0488844e-05
-0.69344324	-6.5815999e-05
-0.69321418	5.458025e-05
-0.69317597	-3.9789538e-05
-0.69292784	-6.314335e-05
-0.69273692	-4.3989407e-05
-0.6926415	-0.00010336028
-0.69258422	-0.00020186629
-0.6922788	-6.9379523e-05
-0.69222152	2.6135682e-05
-0.69189698	-0.00016801279
-0.69180155	-0.00011182364
-0.69164884	4.2680622e-05
-0.69143885	2.5053896e-05
-0.69122887	5.3272374e-06
-0.69107616	0.00013355052
-0.69092345	2.7090196e-05
-0.69067526	7.0743379e-05
-0.69056076	0.00013011426
-0.69035077	0.00017656737
-0.69010258	-2.5089998e-05
-0.69010258	-1.5290303e-05
-0.69002622	1.0672526e-05
-0.68972081	-8.7324413e-05
-0.68962538	-0.00011532354
-0.68937719	-3.9985696e-07
-0.68937719	-6.7788664e-05
-0.68901449	3.7398964e-05
-0.68889993	-4.195311e-05
-0.68863273	2.7818621e-06
-0.6886518	-1.8790193e-05
-0.68842274	0.00012578712
-0.68817455	7.4116004e-05
-0.6881364	8.9006455e-05
-0.68809819	6.0498249e-05
-0.68764007	0.00030230888
-0.68758279	0.00019565769
-0.68739188	7.6470475e-05
-0.68725824	0.000193685
-0.68716282	0.00016594042
-0.6868574	6.8325273e-05
-0.68672377	0.00010179696
-0.68664742	9.4033567e-05
-0.68655193	7.3606927e-05
-0.68613201	-6.9188616e-05
-0.68607473	7.9779464e-05
-0.68597925	4.6498684e-05
-0.68576926	0.00010803313
-0.68552113	-3.985317e-05
-0.6854257	-3.0626186e-05
-0.68536842	0.00015321355
-0.68508208	6.9216156e-05
-0.68485302	6.7879831e-05
-0.68477666	0.00023498373
-0.68470025	6.0243707e-05
-0.68447119	0.00022079326
-0.68424213	7.618075e-06
-0.68424213	0.00010841493
-0.683994	0.00023969267
-0.6837458	0.00028805478
-0.68351674	0.00026820088
-0.68349767	0.00012235087
-0.68321133	8.786103e-05
-0.68309677	4.4780554e-05
-0.68288678	0.00018102177
-0.68273407	7.169789e-05
-0.68256223	-1.9871977e-05
-0.6824668	6.5079919e-05
-0.68216139	0.00012935065
-0.68214232	4.7198657e-05
-0.68198955	0.00023485643
-0.68164599	0.00027844601
-0.68156964	0.00019463954
-0.68134052	0.00015340444
-0.68114966	0.00035468
-0.6810351	0.00020354832
-0.68084419	0.00038325181
-0.68067241	0.00024567428
-0.68055785	0.00026482824
-0.68044335	0.00012750525
-0.68021429	0.00015334081
-0.68017608	0.00015047725
-0.67983246	0.0001609133
-0.67954612	0.00012158726
-0.67952704	0.00014175934
-0.67933613	0.0002473288
-0.67910707	0.00011986913
-0.67916435	0.00025133774
-0.67893529	0.0001446229
-0.67882073	0.0002106754
-0.67849618	0.00018713066
-0.67840075	0.00022435677
-0.67819077	0.00031618119
-0.67817169	0.00025369224
-0.67790443	0.00035582541
-0.67782807	0.0003389623
-0.67757994	0.00034341673
-0.67736995	0.00040826012
-0.67719811	0.00030657242
-0.67710268	0.00026839177
-0.67683542	0.00015607709
-0.67653	0.00028633667
-0.67662543	0.00020240292
-0.67639637	0.00011280571
-0.67616731	0.00016893125
-0.6760146	0.00028811843
-0.67588097	8.9451889e-05
-0.67570913	0.00024102899
-0.67557549	0.00035448911
-0.67549914	0.00025738304
-0.67511737	0.00028073683
-0.6752128	0.00027093713
-0.67490739	0.00038541542
-0.67465925	0.00042143246
-0.67456377	0.00032604454
-0.67439198	0.00028576396
-0.67423928	0.00044039552
-0.67406744	0.00036212523
-0.67387658	0.00031955383
-0.67364746	0.00037981555
-0.6736666	0.00043186851
-0.67336112	0.00030599968
-0.6732657	0.00032814444
-0.67303663	0.00039566055
-0.67282665	0.00039839683
-0.67275029	0.00038490634
-0.67257845	0.00022308409
-0.67240667	0.00030542698
-0.67223489	0.00032725357
-0.67206305	0.00033018077
-0.67206305	0.0002197751
-0.67168128	0.00045884948
-0.67160493	0.0002979181
-0.67143309	0.0003226719
-0.67124224	0.00026349194
-0.67112768	0.00045286785
-0.67089862	0.00044395903
-0.6707077	0.00040565114
-0.67061228	0.00049359381
-0.67026865	0.00049238477
-0.67028773	0.00053177448
-0.67009687	0.00045814953
-0.66994411	0.00041589624
-0.66965777	0.00046336753
-0.6696769	0.00037052497
