Ewe/V	I/mA
-0.70986015	-0.00089102652
-0.70966929	-0.00099952321
-0.70951658	-0.00073970406
-0.7093066	-0.00071291393
-0.70909661	-0.00085672765
-0.70900112	-0.00058176351
-0.70898205	-0.0006009175
-0.70863843	-0.00083082845
-0.70860028	-0.00055414625
-0.70840937	-0.00062821666
-0.70819938	-0.00059213594
-0.70812303	-0.00058507256
-0.70781761	-0.00054911908
-0.70758855	-0.00049700256
-0.70764577	-0.00057088205
-0.70728308	-0.00056229136
-0.70720673	-0.00026359165
-0.70695859	-0.00053785578
-0.70692039	-0.00050463865
-0.70640498	-0.00057870906
-0.70630956	-0.00045678558
-0.70615679	-0.00019289384
-0.70606136	-0.0005190837
-0.70587045	-0.00048039394
-0.70552689	-0.00044851311
-0.70537412	-0.00037049738
-0.70510691	-0.0003953148
-0.70489693	-0.00047148511
-0.70457238	-0.00042318663
-0.70438153	-0.00027485495
-0.7040379	-0.0002433559
-0.70382792	-0.00015821311
-0.70338887	-0.00028064565
-0.70329338	-0.00033798025
-0.70300704	-0.00027288226
-0.7027207	-0.00012811406
-0.70275891	-6.4606938e-05
-0.70249164	-0.00023171082
-0.70224351	-0.000185385
-0.70216709	-0.0002470467
-0.70195717	-0.00024176504
-0.70186168	-0.00024736489
-0.7016899	-0.00045131307
-0.70147991	-0.00028249106
-0.70142263	-0.00033403488
-0.70104086	-0.00032735325
-0.70073539	-0.00030832662
-0.7005254	-0.00027014597
-0.7002582	-0.00034198922
-0.69999093	-0.00014135
-0.69985729	-0.00027059144
-0.69953281	-0.00023877423
-0.69918919	-0.00018907578
-0.69905555	-0.00022700187
-0.69880736	-0.00029642697
-0.69863558	-0.00025538279
-0.69833016	-0.00023750156
-0.6980629	-0.00025226473
-0.69792926	-0.00018513046
-0.69747114	-0.00017393081
-0.69735658	-0.00016234934
-0.69695568	-0.00024036509
-0.69682205	-0.00033944382
-0.69657391	-0.00016985821
-0.69649756	-8.7578948e-05
-0.69615394	-0.0001796579
-0.69602031	-0.00012556867
-0.69582945	-6.7915935e-05
-0.6954667	-0.0002155477
-0.69531399	-0.00012607775
-0.69497043	-9.2224269e-05
-0.69479859	-1.7708409e-05
-0.6944741	-5.2516414e-05
-0.69428319	-2.9480769e-05
-0.69397777	-1.0362012e-06
-0.69380593	-4.9207429e-05
-0.69351959	-1.2999464e-05
-0.69323325	-9.8969511e-05
-0.69296598	1.277246e-05
-0.6927942	2.2063077e-05
-0.69258422	-5.9076007e-07
-0.69235516	4.8025908e-05
-0.69204974	-0.00010819648
-0.69185883	3.778077e-05
-0.69153428	-5.1625528e-05
-0.69117159	-3.2471584e-05
-0.69107616	-0.00013613199
-0.69086617	5.458025e-05
-0.69063711	3.8226208e-05
-0.69054163	-5.5252687e-05
-0.69029349	-5.9707094e-05
-0.69017893	-0.00012028702
-0.6900835	-7.8033794e-05
-0.68985444	-0.0002376288
-0.68979716	-1.8408387e-05
-0.68947262	-0.00016954003
