Ewe/V	I/mA
-0.7099365	-0.00090254442
-0.70976472	-0.00072048645
-0.70955473	-0.00085787306
-0.70949745	-0.00069560541
-0.70911568	-0.00059754489
-0.70898205	-0.00094613392
-0.70892477	-0.0005447283
-0.70877206	-0.00062936207
-0.70848572	-0.00086862734
-0.70846665	-0.00053321052
-0.70823759	-0.00055529166
-0.70816123	-0.00074129488
-0.7080276	-0.0006053719
-0.70774126	-0.00052500167
-0.70749307	-0.0006664609
-0.70755035	-0.00066162471
-0.7072258	-0.00047587589
-0.70703495	-0.00053868309
-0.70692039	-0.00055643707
-0.70676768	-0.00056738214
-0.70644313	-0.00053995574
-0.70661497	-0.000498657
-0.70621407	-0.00048465744
-0.70598501	-0.00028650003
-0.70600408	-0.00061307161
-0.70581323	-0.00053613767
-0.70566046	-0.00023896513
-0.70558411	-0.00046913067
-0.70518327	-0.00045894919
-0.704916	-0.00047224871
-0.70466787	-0.00047848493
-0.70449603	-0.00046531259
-0.70428604	-0.00047466689
-0.7038852	-0.00044953125
-0.70382792	-0.00039875103
-0.70350337	-0.00047606678
-0.70327431	-0.00046219456
-0.70300704	-0.00037387005
-0.70281619	-0.00025710094
-0.70241529	-0.0003890786
-0.70224351	-0.00033174406
-0.70186168	-0.0002191112
-0.70172805	-0.00030355403
-0.70159441	-9.9542223e-05
-0.70147991	-0.00018532136
-0.70123172	-0.0003327622
-0.70105994	-0.00050323876
-0.70094538	-0.0002352107
-0.70079267	-0.00026225531
-0.7004109	-0.00024908301
-0.70021999	-0.00018029424
-0.70010549	-0.00026091898
-0.69964731	-0.00010813286
-0.69941825	-0.00024431042
-0.69926554	-0.00021452954
-0.69896007	-0.00010921464
-0.69871193	-0.00026709156
-0.69831103	-0.00013982278
-0.69823468	-0.00019703008
-0.69792926	-0.00023241078
-0.69773835	-0.00012575957
-0.6972993	-0.00015108606
-0.6971848	-0.00013988641
-0.69684118	-0.00020810246
-0.69659299	-8.6178996e-05
-0.69653571	-0.0004779122
-0.696383	-0.00013823192
-0.69619215	-0.00012830496
-0.69594395	0.000156268
-0.69603944	-7.8288329e-05
-0.69573396	-0.00014987701
-0.6954667	-0.00024462861
-0.69523764	-2.2035545e-05
-0.69491315	-0.00018831216
-0.69472224	-8.9487978e-05
-0.69439769	-4.1062227e-05
-0.69430226	-9.7378645e-05
-0.69397777	-0.00029731789
-0.69374865	-0.00016705829
-0.69334781	-0.00011818709
-0.6931569	-8.7706227e-05
-0.69308054	-0.00012544141
-0.69277513	-0.00015834038
-0.69248879	-5.2452779e-05
-0.69222152	-4.621661e-05
-0.69193518	-8.8342567e-05
-0.69172519	-6.9506794e-05
-0.6913625	3.4217246e-05
-0.69113344	-8.9487978e-05
-0.69078982	-8.6178996e-05
-0.69071347	2.4672088e-05
-0.69054163	6.9852504e-05
-0.69040805	3.8289847e-05
-0.69021714	6.7271931e-06
-0.6900453	6.5334461e-05
-0.68985444	9.7406191e-05
-0.68983531	2.6262951e-05
-0.68966353	8.0988517e-05
-0.6894154	8.0919602e-07
-0.68922448	0.00016504955
-0.68909085	9.218818e-05
-0.68893814	0.00018063997
-0.68868995	5.3371194e-05
-0.68863273	0.00018464892
-0.68842274	0.00015295899
-0.68830818	7.7170458e-05
-0.68815547	0.00023008387
-0.68794549	0.00013959578
-0.68767822	0.00018681251
-0.68756372	9.9887933e-05
-0.68748736	0.00014856823
-0.68718189	0.00015550437
-0.68706739	0.00016021333
-0.68683827	0.0001002061
-0.68674284	0.00013743222
-0.68660921	0.00011764192
-0.68641835	7.4879616e-05
-0.68626559	0.0001527681
-0.68618923	6.4379943e-05
-0.68597925	3.0081013e-05
-0.68567383	0.00030899048
-0.68569291	2.4099381e-05
-0.6854257	5.2098512e-05
-0.68510115	0.00013272327
-0.685063	6.8261637e-05
-0.68500572	0.00010625136
-0.68471938	0.00010510594
-0.68473846	5.9798273e-05
-0.68433756	0.00021042084
-0.68422306	0.00010122425
-0.68408942	0.00016447682
-0.68403214	0.00011986913
-0.68384123	0.00020692097
-0.68359309	0.00024592882
-0.68340218	0.00014825005
-0.68328768	0.00025019233
-0.68328768	0.0001544226
-0.68279135	0.00011318753
-0.68267679	0.0003210174
-0.68265772	0.00017644008
-0.68237138	0.00020017572
-0.68218046	0.00028347311
-0.68204683	0.00022652035
-0.68189412	0.00032464456
-0.68177956	0.00018573072
-0.68174142	0.00031904475
-0.68126416	0.000316563
-0.68109238	0.00025954659
-0.68120688	0.00026845542
-0.68099695	0.00026578279
-0.68055785	0.00038223367
-0.68061513	0.00029772721
-0.68040514	0.00032095378
-0.68029064	0.00027615516
-0.68009973	0.00021703885
-0.67988974	0.00022683851
-0.67977518	0.00033737146
-0.6796416	0.00036129795
-0.67937434	0.00041564176
-0.67918342	0.0004314867
-0.67918342	0.00038770624
-0.67893529	0.00044777707
-0.67874438	0.0004305958
-0.67882073	0.00035977075
-0.67840075	0.00044345
-0.67826712	0.00038872438
-0.67820984	0.00049912999
-0.67778993	0.00042976855
-0.67765629	0.00043027767
-0.67750359	0.00045534957
-0.67742717	0.00034227129
-0.67721719	0.00043345935
-0.67712176	0.00039292424
-0.67694998	0.00051739305
-0.67672092	0.00048003971
-0.67662543	0.00042824136
-0.67639637	0.00048264873
-0.67635816	0.00045872224
-0.67614824	0.00061774452
-0.6759764	0.00053788337
-0.67570913	0.000526811
-0.67555642	0.00051853852
-0.67544192	0.00044077734
-0.67527008	0.00062557153
-0.67507923	0.00062875327
-0.67490739	0.00060177228
-0.67464012	0.00067609729
-0.67471647	0.00065217074
-0.67454469	0.00061392644
-0.674182	0.00048016699
-0.67427742	0.00064886175
-0.67387658	0.00062856241
-0.67374295	0.0005996087
-0.67360932	0.00056231901
-0.67347568	0.00068926957
-0.67324662	0.00057154597
-0.67320842	0.00070594175
-0.67276937	0.00072465028
-0.67263573	0.00056982785
-0.67271209	0.00055150111
-0.67234939	0.00066979747
-0.67219669	0.00063715305
-0.67225397	0.00066076138
-0.67200577	0.0007523949
-0.67179579	0.00070683268
-0.67150944	0.00063537125
-0.67143309	0.00068036077
-0.67114675	0.00081354752
-0.6711086	0.00059120898
-0.6709559	0.00077065791
-0.67068863	0.0006435801
-0.67057407	0.00075334939
-0.67045957	0.00069035136
-0.67023045	0.00067743362
-0.66994411	0.00077963044
-0.67002052	0.00061405374
