Ewe/V	I/mA	
-6.0435873E-001	-5.4893643E-004
-6.0424417E-001	-4.7150339E-004
-6.0409147E-001	-4.0272358E-004
-6.0397685E-001	-3.7313742E-004
-6.0376686E-001	-3.8414472E-004
-6.0357589E-001	-4.7812055E-004
-6.0346133E-001	-3.7695499E-004
-6.0323220E-001	-3.4036997E-004
-6.0313672E-001	-4.2849217E-004
-6.0286939E-001	-3.3298932E-004
-6.0288846E-001	-2.9856761E-004
-6.0260206E-001	-3.0664811E-004
-6.0250658E-001	-2.7877989E-004
-6.0231566E-001	-3.3114420E-004
-6.0214382E-001	-3.2541784E-004
-6.0208654E-001	-3.4291501E-004
-6.0187650E-001	-2.8533337E-004
-6.0162824E-001	-3.2128213E-004
-6.0134184E-001	-2.8259744E-004
-6.0128456E-001	-2.6255520E-004
-6.0107452E-001	-9.5663861E-005
-6.0099816E-001	-2.0096511E-004
-6.0078812E-001	-1.1500621E-004
-6.0069263E-001	-2.1381759E-004
-6.0036802E-001	-1.8728549E-004
-6.0036802E-001	-7.9248326E-005
-6.0021526E-001	-2.0548256E-004
-5.9998614E-001	-6.9322654E-005
-5.9977609E-001	-1.0469877E-004
-5.9958518E-001	4.3041106E-005
-5.9935600E-001	-1.1422868E-005
-5.9939420E-001	-9.0255649E-005
-5.9916508E-001	7.6013457E-006
-5.9885955E-001	-6.6204972E-005
-5.9876412E-001	-1.2949896E-005
-5.9868771E-001	4.4200387E-006
-5.9849679E-001	-2.3066452E-005
-5.9832489E-001	-1.1041112E-005
-5.9803849E-001	-2.2493814E-005
-5.9801942E-001	4.7749440E-005
-5.9788573E-001	6.7664412E-005
-5.9771389E-001	1.4541556E-004
-5.9735113E-001	2.2622077E-004
-5.9733200E-001	1.3975284E-004
-5.9708381E-001	2.2991108E-004
-5.9687376E-001	1.4007097E-004
-5.9679735E-001	1.6603043E-004
-5.9656823E-001	1.2760023E-004
-5.9651095E-001	1.6386714E-004
-5.9622455E-001	1.8244598E-004
-5.9595722E-001	1.8804509E-004
-5.9589994E-001	1.9179902E-004
-5.9570897E-001	2.3640094E-004
-5.9559441E-001	1.0984855E-004
-5.9536529E-001	3.1886040E-004
-5.9526980E-001	2.7241331E-004
-5.9513617E-001	3.4004793E-004
-5.9488791E-001	2.8717460E-004
-5.9483063E-001	3.0995274E-004
-5.9454423E-001	3.6893418E-004
-5.9439147E-001	3.9018531E-004
-5.9441054E-001	3.4838295E-004
-5.9402865E-001	3.8083227E-004
-5.9399050E-001	4.3822301E-004
-5.9383774E-001	3.2064194E-004
-5.9366590E-001	5.7145621E-004
-5.9341764E-001	3.9489366E-004
-5.9341764E-001	3.9686609E-004
-5.9313124E-001	4.8536999E-004
-5.9292120E-001	5.4072478E-004
-5.9292120E-001	5.2812678E-004
-5.9265387E-001	5.8348151E-004
-5.9244382E-001	5.2755413E-004
-5.9240568E-001	5.8844435E-004
-5.9208107E-001	5.4715096E-004
-5.9189010E-001	6.0199673E-004
-5.9171826E-001	6.2859245E-004
-5.9166098E-001	6.8063865E-004
-5.9143186E-001	6.3266448E-004
-5.9131730E-001	6.7363976E-004
-5.9116453E-001	5.8068195E-004
-5.9097356E-001	6.9469999E-004
-5.9076351E-001	6.0046971E-004
-5.9062988E-001	7.5272704E-004
-5.9036255E-001	7.5921690E-004
-5.9036255E-001	7.3332107E-004
-5.9011430E-001	7.7855925E-004
-5.8982790E-001	8.0159190E-004
-5.8977062E-001	8.0534595E-004
-5.8959877E-001	7.8988477E-004
-5.8933145E-001	9.2629920E-004
-5.8925509E-001	9.0962910E-004
-5.8919781E-001	9.0294832E-004
-5.8883500E-001	8.3289598E-004
-5.8891135E-001	9.0962910E-004
-5.8856767E-001	9.1910944E-004
-5.8843398E-001	8.8646921E-004
-5.8830035E-001	1.0237743E-003
-5.8814758E-001	9.8655303E-004
-5.8797574E-001	9.6593820E-004
-5.8774662E-001	9.6841966E-004
-5.8765113E-001	9.7382785E-004
-5.8744109E-001	9.9622423E-004
-5.8736473E-001	1.0896274E-003
-5.8705920E-001	1.0695215E-003
-5.8692557E-001	1.1147597E-003
-5.8677280E-001	1.0839646E-003
-5.8658183E-001	9.9666952E-004
-5.8640999E-001	1.2355858E-003
-5.8635271E-001	1.2939309E-003
-5.8612359E-001	1.2175796E-003
-5.8591354E-001	1.2007823E-003
-5.8581805E-001	1.1561804E-003
-5.8556986E-001	1.2114715E-003
-5.8545530E-001	1.1886298E-003
-5.8524525E-001	1.1923836E-003
-5.8509248E-001	1.3601658E-003
-5.8484423E-001	1.3002299E-003
-5.8488244E-001	1.4166657E-003
-5.8450055E-001	1.3287344E-003
-5.8446234E-001	1.3824985E-003
-5.8432871E-001	1.4827097E-003
-5.8408046E-001	1.4816917E-003
-5.8387047E-001	1.5033882E-003
-5.8392775E-001	1.4731023E-003
-5.8354586E-001	1.4532509E-003
-5.8343124E-001	1.4353718E-003
-5.8327854E-001	1.5586157E-003
-5.8316398E-001	1.5476083E-003
-5.8289665E-001	1.5842571E-003
-5.8274388E-001	1.6040447E-003
-5.8262932E-001	1.5819665E-003
-5.8241928E-001	1.6346489E-003
-5.8228558E-001	1.4648308E-003
-5.8207560E-001	1.6782965E-003
-5.8190370E-001	1.6182972E-003
-5.8173186E-001	1.7598016E-003
-5.8161730E-001	1.6654440E-003
-5.8133090E-001	1.7741810E-003
-5.8127362E-001	1.6303224E-003
-5.8106357E-001	1.7284339E-003
-5.8102536E-001	1.7208625E-003
-5.8081532E-001	1.7674367E-003
-5.8052891E-001	1.7930145E-003
-5.8022338E-001	1.9230662E-003
-5.8033800E-001	1.8471603E-003
-5.8018523E-001	1.8124204E-003
-5.7993698E-001	1.7886878E-003
-5.7986063E-001	1.8691114E-003
-5.7966965E-001	1.9382728E-003
-5.7944053E-001	1.9697677E-003
-5.7936418E-001	1.9438083E-003
-5.7921141E-001	2.0781232E-003
-5.7892501E-001	1.9147949E-003
-5.7881039E-001	2.0961931E-003
-5.7861948E-001	2.0120793E-003
-5.7846671E-001	1.9460354E-003
-5.7833308E-001	2.1136899E-003
-5.7814211E-001	1.9989721E-003
