Ewe/V	I/mA	
-6.2268943E-001	3.1370670E-004
-6.2234569E-001	3.4049328E-004
-6.2230754E-001	3.0957098E-004
-6.2213564E-001	3.1866954E-004
-6.2202108E-001	3.2013294E-004
-6.2181103E-001	3.6059914E-004
-6.2165833E-001	3.8064137E-004
-6.2141007E-001	3.5220050E-004
-6.2137187E-001	3.5118248E-004
-6.2114275E-001	4.3396009E-004
-6.2098998E-001	4.0208342E-004
-6.2091362E-001	3.3444879E-004
-6.2072265E-001	4.7881651E-004
-6.2045538E-001	3.9559355E-004
-6.2018806E-001	4.6246458E-004
-6.2014985E-001	4.5890157E-004
-6.1982524E-001	4.9497758E-004
-6.1980617E-001	4.5540210E-004
-6.1951971E-001	5.2443641E-004
-6.1936700E-001	4.4369488E-004
-6.1929059E-001	4.8619715E-004
-6.1909968E-001	4.0749161E-004
-6.1885142E-001	5.0674833E-004
-6.1869866E-001	4.7404456E-004
-6.1860317E-001	4.8097980E-004
-6.1831677E-001	5.3410762E-004
-6.1831677E-001	5.3525291E-004
-6.1808765E-001	5.5911270E-004
-6.1803037E-001	6.2152994E-004
-6.1782032E-001	6.1554910E-004
-6.1764848E-001	5.3487113E-004
-6.1743844E-001	5.4460595E-004
-6.1732388E-001	6.1860314E-004
-6.1707562E-001	6.0142408E-004
-6.1698020E-001	6.3819997E-004
-6.1673194E-001	6.6295057E-004
-6.1657917E-001	5.7298323E-004
-6.1631185E-001	7.3732954E-004
-6.1625457E-001	5.9983338E-004
-6.1614001E-001	7.4617355E-004
-6.1589181E-001	7.0042635E-004
-6.1585361E-001	7.4063806E-004
-6.1564356E-001	6.8350183E-004
-6.1524260E-001	6.6727714E-004
-6.1539531E-001	7.5609924E-004
-6.1508983E-001	6.9756317E-004
-6.1491799E-001	6.6772255E-004
-6.1484158E-001	7.6799735E-004
-6.1457425E-001	7.8625808E-004
-6.1447883E-001	7.5711723E-004
-6.1442155E-001	7.7035156E-004
-6.1407781E-001	8.1858010E-004
-6.1381048E-001	7.8753056E-004
-6.1381048E-001	7.7346916E-004
-6.1352408E-001	6.9380924E-004
-6.1344773E-001	8.3442294E-004
-6.1321855E-001	8.1705308E-004
-6.1319947E-001	7.8810321E-004
-6.1293215E-001	8.4199454E-004
-6.1283666E-001	8.8990509E-004
-6.1258847E-001	8.8666007E-004
-6.1241663E-001	9.2922599E-004
-6.1224478E-001	8.9423161E-004
-6.1222565E-001	9.6352043E-004
-6.1186284E-001	9.9157961E-004
-6.1180556E-001	9.0434816E-004
-6.1161464E-001	9.2858967E-004
-6.1144280E-001	9.7001030E-004
-6.1129004E-001	9.3380705E-004
-6.1104178E-001	8.8233349E-004
-6.1088908E-001	9.8394440E-004
-6.1083180E-001	1.0630317E-003
-6.1073631E-001	1.0487795E-003
-6.1046898E-001	9.3953341E-004
-6.1023986E-001	1.0437530E-003
-6.1002982E-001	1.0475069E-003
-6.0999161E-001	1.0898820E-003
-6.0985798E-001	1.0383447E-003
-6.0957152E-001	1.1101150E-003
-6.0938060E-001	1.1624794E-003
-6.0947609E-001	1.1041343E-003
-6.0911328E-001	1.1110058E-003
-6.0888416E-001	1.1751410E-003
-6.0882688E-001	1.1480999E-003
-6.0850227E-001	1.2024366E-003
-6.0838771E-001	1.1622248E-003
-6.0831130E-001	1.2345677E-003
-6.0804397E-001	1.2003370E-003
-6.0794848E-001	1.1832851E-003
-6.0785306E-001	1.2785970E-003
-6.0754752E-001	1.2032636E-003
-6.0741389E-001	1.1760318E-003
-6.0733747E-001	1.2764975E-003
-6.0714656E-001	1.2481838E-003
-6.0691744E-001	1.3428595E-003
-6.0684103E-001	1.3450227E-003
-6.0647821E-001	1.3443228E-003
-6.0644007E-001	1.3036657E-003
-6.0626823E-001	1.2563915E-003
-6.0605818E-001	1.3282256E-003
-6.0588634E-001	1.4304727E-003
-6.0577172E-001	1.4075672E-003
-6.0569537E-001	3.0092280E-003
