Ewe/V	I/mA	
-6.2477070E-001	7.9689758E-005
-6.2465614E-001	1.6437615E-004
-6.2457973E-001	1.3396285E-004
-6.2431246E-001	1.3618977E-004
-6.2425512E-001	9.1842354E-005
-6.2402600E-001	4.8958333E-005
-6.2373960E-001	2.0935983E-004
-6.2383509E-001	1.2938176E-004
-6.2351048E-001	2.0649665E-004
-6.2322402E-001	1.8562729E-004
-6.2324315E-001	2.2507549E-004
-6.2295675E-001	1.3618977E-004
-6.2291855E-001	1.5788629E-004
-6.2270850E-001	2.4282720E-004
-6.2244117E-001	2.0897808E-004
-6.2236482E-001	2.4161828E-004
-6.2225026E-001	2.0197922E-004
-6.2205929E-001	2.6885027E-004
-6.2184924E-001	2.0420612E-004
-6.2171561E-001	2.0554227E-004
-6.2150556E-001	1.6055857E-004
-6.2125731E-001	2.8532941E-004
-6.2118095E-001	2.9538237E-004
-6.2102818E-001	3.3152199E-004
-6.2083727E-001	3.0772583E-004
-6.2074178E-001	2.4085476E-004
-6.2056994E-001	2.8863800E-004
-6.2041718E-001	3.1453383E-004
-6.2018806E-001	3.5328214E-004
-6.2016892E-001	3.9947472E-004
-6.1990160E-001	3.7637842E-004
-6.1972976E-001	3.7593307E-004
-6.1951971E-001	4.4693984E-004
-6.1934787E-001	4.1983509E-004
-6.1919510E-001	4.2619769E-004
-6.1908054E-001	4.0857328E-004
-6.1887050E-001	4.5915603E-004
-6.1864138E-001	3.8840377E-004
-6.1846954E-001	5.2042800E-004
-6.1829770E-001	4.8530637E-004
-6.1820221E-001	5.1247474E-004
-6.1799216E-001	4.0857328E-004
-6.1776304E-001	5.2609073E-004
-6.1768669E-001	4.7868927E-004
-6.1747664E-001	5.3455302E-004
-6.1728567E-001	6.0804118E-004
-6.1726660E-001	5.2157324E-004
-6.1709476E-001	5.9232552E-004
-6.1678922E-001	6.2172080E-004
-6.1667466E-001	6.1542186E-004
-6.1650282E-001	5.6248490E-004
-6.1635005E-001	6.0422363E-004
-6.1627370E-001	6.0123322E-004
-6.1596817E-001	6.8661949E-004
-6.1583453E-001	6.0664141E-004
-6.1570084E-001	6.3877262E-004
-6.1554807E-001	6.6575018E-004
-6.1531895E-001	6.6104176E-004
-6.1526167E-001	6.6823151E-004
-6.1499435E-001	6.2897423E-004
-6.1476523E-001	7.3758402E-004
-6.1493707E-001	6.1853946E-004
-6.1447883E-001	6.8585598E-004
-6.1438334E-001	7.4859138E-004
-6.1423057E-001	6.8636495E-004
-6.1413509E-001	7.4191060E-004
-6.1377233E-001	7.1760541E-004
-6.1379141E-001	8.5847371E-004
-6.1348587E-001	7.4617355E-004
-6.1333317E-001	7.7315106E-004
-6.1325675E-001	8.0979965E-004
-6.1302763E-001	8.0070115E-004
-6.1277938E-001	8.1883458E-004
-6.1274123E-001	8.5745571E-004
-6.1255026E-001	8.1310829E-004
-6.1239749E-001	8.8036113E-004
-6.1222565E-001	8.6057332E-004
-6.1213017E-001	8.5083855E-004
-6.1174828E-001	9.6320233E-004
-6.1167192E-001	9.2903513E-004
-6.1151916E-001	9.5505815E-004
-6.1134732E-001	9.6695620E-004
-6.1125183E-001	9.8954351E-004
-6.1100364E-001	1.0393629E-003
-6.1081266E-001	9.5633068E-004
-6.1085087E-001	1.0334456E-003
-6.1060262E-001	1.0146121E-003
-6.1044985E-001	1.0786838E-003
-6.1037350E-001	1.0083131E-003
-6.1010617E-001	1.0338273E-003
-6.0987705E-001	9.8114496E-004
-6.0964793E-001	1.0153757E-003
-6.0951424E-001	1.0576871E-003
-6.0932332E-001	1.1222040E-003
-6.0926604E-001	1.1032433E-003
-6.0892230E-001	1.1171775E-003
-6.0884595E-001	1.1227767E-003
-6.0876960E-001	1.1651516E-003
-6.0850227E-001	1.1710689E-003
-6.0836858E-001	1.2272508E-003
-6.0819674E-001	1.1561167E-003
-6.0808218E-001	1.2659355E-003
-6.0781485E-001	1.2137620E-003
-6.0771936E-001	1.2503471E-003
-6.0747117E-001	1.2652992E-003
-6.0735661E-001	1.3289253E-003
-6.0728019E-001	1.3580024E-003
-6.0697472E-001	1.3294343E-003
-6.0682195E-001	1.3241534E-003
-6.0674554E-001	1.3205904E-003
-6.0642093E-001	1.3490949E-003
-6.0632551E-001	1.3440048E-003
-6.0601997E-001	1.3635380E-003
-6.0607725E-001	1.3709186E-003
-6.0579085E-001	1.4096033E-003
-6.0579085E-001	1.4230284E-003
-6.0546625E-001	1.4149479E-003
-6.0525620E-001	1.4508330E-003
-6.0527527E-001	1.4606314E-003
-6.0498887E-001	1.5750948E-003
-6.0479796E-001	1.4305364E-003
-6.0472155E-001	1.5594427E-003
-6.0449243E-001	1.5261027E-003
-6.0437787E-001	1.5261663E-003
-6.0416782E-001	1.4888179E-003
-6.0403413E-001	1.5756040E-003
-6.0386229E-001	1.5091783E-003
-6.0370958E-001	1.5696867E-003
-6.0359496E-001	1.5696231E-003
-6.0317492E-001	1.6118072E-003
-6.0327035E-001	1.6812870E-003
-6.0311764E-001	1.6494738E-003
