Ewe/V	I/mA	
-6.2165833E-001	4.6745436E-006
-6.2165833E-001	1.1800672E-005
-6.2121916E-001	1.2760023E-004
-6.2106639E-001	3.0824885E-005
-6.2106639E-001	4.9849103E-005
-6.2077999E-001	1.1150284E-004
-6.2074178E-001	1.1678379E-004
-6.2068450E-001	1.4967851E-004
-6.2037897E-001	2.1693134E-004
-6.2011164E-001	1.1290260E-004
-6.1993980E-001	2.2520273E-004
-6.1997801E-001	1.1697468E-004
-6.1963427E-001	2.4689923E-004
-6.1950064E-001	1.8486376E-004
-6.1934787E-001	2.2456647E-004
-6.1909968E-001	2.3951862E-004
-6.1913782E-001	2.4931706E-004
-6.1879414E-001	2.5739757E-004
-6.1869866E-001	2.4028214E-004
-6.1864138E-001	2.2246680E-004
-6.1848861E-001	2.1559518E-004
-6.1824042E-001	2.5078043E-004
-6.1803037E-001	2.9780017E-004
-6.1782032E-001	3.0206313E-004
-6.1772484E-001	4.2409805E-004
-6.1759120E-001	3.7338800E-004
-6.1738116E-001	4.3262393E-004
-6.1720932E-001	4.1862621E-004
-6.1699927E-001	3.6759803E-004
-6.1688471E-001	4.7499893E-004
-6.1657917E-001	4.6367350E-004
-6.1648369E-001	4.3733229E-004
-6.1629277E-001	4.4534920E-004
-6.1604452E-001	4.8530637E-004
-6.1606365E-001	4.5648374E-004
-6.1581540E-001	4.7849838E-004
-6.1560535E-001	4.4986664E-004
-6.1558628E-001	4.1219997E-004
-6.1531895E-001	4.6278271E-004
-6.1518532E-001	4.8161609E-004
-6.1510891E-001	5.3741614E-004
-6.1493707E-001	5.0350343E-004
-6.1463153E-001	5.4199726E-004
-6.1465067E-001	6.2623835E-004
-6.1442155E-001	5.3334411E-004
-6.1423057E-001	5.7896407E-004
-6.1413509E-001	5.5370451E-004
-6.1394417E-001	6.8509241E-004
-6.1365777E-001	6.1001361E-004
-6.1358136E-001	6.4507156E-004
-6.1327583E-001	5.9118029E-004
-6.1310399E-001	5.6891114E-004
-6.1314219E-001	6.3616398E-004
-6.1285579E-001	6.3406426E-004
-6.1270303E-001	7.0080813E-004
-6.1253119E-001	7.8721240E-004
-6.1243570E-001	7.4782787E-004
-6.1218745E-001	6.9412735E-004
-6.1214930E-001	6.4329011E-004
-6.1186284E-001	7.9554744E-004
-6.1165285E-001	7.7416905E-004
-6.1150008E-001	7.2511326E-004
-6.1140460E-001	7.9777435E-004
-6.1119455E-001	7.8307668E-004
-6.1107999E-001	8.1291737E-004
-6.1088908E-001	7.1690558E-004
-6.1069810E-001	7.9287513E-004
-6.1056447E-001	7.9287513E-004
-6.1039257E-001	8.9117751E-004
-6.1006796E-001	8.5701025E-004
-6.0995340E-001	9.2407223E-004
-6.0985798E-001	9.1058348E-004
-6.0972428E-001	9.7650016E-004
-6.0966700E-001	9.6002099E-004
-6.0941881E-001	1.0000418E-003
-6.0920876E-001	9.6256606E-004
-6.0901779E-001	9.1669161E-004
-6.0882688E-001	1.0120035E-003
-6.0867411E-001	1.0563510E-003
-6.0855955E-001	1.0035412E-003
-6.0829222E-001	1.0333182E-003
-6.0812038E-001	1.0960536E-003
-6.0808218E-001	1.0703488E-003
-6.0792941E-001	1.1461910E-003
-6.0762393E-001	1.1949923E-003
-6.0756660E-001	1.0952902E-003
-6.0731840E-001	1.1035616E-003
-6.0726112E-001	1.1165413E-003
-6.0703200E-001	1.1490542E-003
-6.0672647E-001	1.2420120E-003
-6.0666919E-001	1.2059360E-003
-6.0653549E-001	1.2036455E-003
-6.0636365E-001	1.2784698E-003
-6.0624909E-001	1.1804219E-003
-6.0598177E-001	1.1519174E-003
-6.0579085E-001	1.2441752E-003
-6.0563809E-001	1.3603567E-003
-6.0554260E-001	1.3646833E-003
-6.0537076E-001	1.3680554E-003
-6.0519892E-001	1.3320430E-003
-6.0500795E-001	1.3232627E-003
-6.0485524E-001	1.2857231E-003
-6.0464519E-001	1.3419050E-003
-6.0470247E-001	1.2927221E-003
-6.0437787E-001	1.4674395E-003
-6.0422510E-001	1.3674191E-003
-6.0411054E-001	1.3749271E-003
-6.0390049E-001	1.3280347E-003
-6.0365224E-001	1.4535054E-003
-6.0357589E-001	1.4447249E-003
-6.0323220E-001	1.4682029E-003
-6.0309851E-001	1.5084782E-003
-6.0307944E-001	1.5121686E-003
-6.0281211E-001	1.5341197E-003
-6.0269755E-001	1.5919559E-003
-6.0262114E-001	1.6210966E-003
-6.0231566E-001	1.5558798E-003
-6.0214382E-001	1.6503008E-003
-6.0220110E-001	1.6116163E-003
-6.0185736E-001	1.6212239E-003
-6.0155189E-001	1.6740337E-003
-6.0160917E-001	1.6618810E-003
-6.0128456E-001	1.6279682E-003
-6.0117000E-001	1.7085826E-003
-6.0103631E-001	1.6782965E-003
-6.0092175E-001	1.7143725E-003
-6.0069263E-001	1.7619648E-003
-6.0057807E-001	1.7480307E-003
-6.0038710E-001	1.8007769E-003
-6.0002434E-001	1.7607559E-003
-6.0004342E-001	1.7668004E-003
-6.0002434E-001	1.7996951E-003
