Ewe/V	I/mA	
-6.2232661E-001	4.6360987E-004
-6.2219298E-001	5.3996121E-004
-6.2221205E-001	4.7550799E-004
-6.2183017E-001	5.1641959E-004
-6.2183017E-001	5.0165830E-004
-6.2160105E-001	5.1648315E-004
-6.2141007E-001	5.7209242E-004
-6.2135279E-001	5.2698149E-004
-6.2100911E-001	5.6846574E-004
-6.2074178E-001	5.6413916E-004
-6.2079906E-001	5.3137174E-004
-6.2055081E-001	6.4303557E-004
-6.2043625E-001	6.3158292E-004
-6.2020713E-001	5.3219881E-004
-6.2001616E-001	5.7171070E-004
-6.1990160E-001	7.2104123E-004
-6.1990160E-001	6.3037401E-004
-6.1946243E-001	5.8615382E-004
-6.1929059E-001	6.5754238E-004
-6.1915696E-001	6.3279172E-004
-6.1892778E-001	6.7363976E-004
-6.1883235E-001	6.9240946E-004
-6.1873686E-001	6.2172080E-004
-6.1856502E-001	6.7618483E-004
-6.1841226E-001	6.6784979E-004
-6.1820221E-001	7.1016111E-004
-6.1808765E-001	7.0360769E-004
-6.1783940E-001	7.0386211E-004
-6.1770576E-001	7.4948207E-004
-6.1757213E-001	7.6615217E-004
-6.1722839E-001	7.0914318E-004
-6.1717111E-001	6.9190050E-004
-6.1711383E-001	7.4451923E-004
-6.1684650E-001	7.3147588E-004
-6.1671287E-001	7.5075461E-004
-6.1654103E-001	7.4509188E-004
-6.1629277E-001	7.5953506E-004
-6.1629277E-001	8.2634250E-004
-6.1602545E-001	8.8316062E-004
-6.1587268E-001	7.9115719E-004
-6.1577725E-001	8.2653336E-004
-6.1558628E-001	8.8767806E-004
-6.1541444E-001	8.8265166E-004
-6.1522347E-001	8.5987349E-004
-6.1510891E-001	7.8250404E-004
-6.1501342E-001	9.1471925E-004
-6.1480343E-001	9.0040336E-004
-6.1470795E-001	8.3537737E-004
-6.1430693E-001	9.5143140E-004
-6.1426878E-001	9.1020175E-004
-6.1402053E-001	9.2928956E-004
-6.1396325E-001	9.3539769E-004
-6.1382961E-001	9.6078450E-004
-6.1363864E-001	8.9435879E-004
-6.1327583E-001	1.0110491E-003
-6.1323768E-001	9.5264037E-004
-6.1306584E-001	1.0006145E-003
-6.1281759E-001	9.9278847E-004
-6.1281759E-001	1.0178571E-003
-6.1255026E-001	1.0607411E-003
-6.1228293E-001	1.0433076E-003
-6.1226386E-001	1.0744844E-003
-6.1209202E-001	1.0097130E-003
-6.1184376E-001	1.0585778E-003
-6.1174828E-001	1.0712395E-003
-6.1159557E-001	1.1003802E-003
-6.1138552E-001	1.1479727E-003
-6.1132824E-001	1.0835829E-003
-6.1107999E-001	1.0932542E-003
-6.1079359E-001	1.1371562E-003
-6.1083180E-001	1.1662969E-003
-6.1052626E-001	1.1480362E-003
-6.1033529E-001	1.1578982E-003
-6.1044985E-001	1.0910272E-003
-6.0993433E-001	1.0938904E-003
-6.0989612E-001	1.1949287E-003
-6.0978156E-001	1.2002096E-003
-6.0960972E-001	1.4037498E-003
