Ewe/V	<I>/mA	
-5.0508213E-001	2.264744367593906E+000
-5.0449026E-001	2.302250366233640E+000
-5.0402242E-001	2.339855690581734E+000
-5.0349724E-001	2.377025756797813E+000
-5.0304860E-001	2.414370806556565E+000
-5.0247574E-001	2.451694519528868E+000
-5.0199598E-001	2.489005127700654E+000
-5.0145185E-001	2.526414175247472E+000
-5.0102937E-001	2.564068119022657E+000
-5.0052571E-001	2.601550667821499E+000
-4.9998155E-001	2.639051961445894E+000
-4.9947798E-001	2.676497480345887E+000
-4.9907690E-001	2.714054818410892E+000
-4.9843726E-001	2.751779719385837E+000
-4.9801001E-001	2.789825952189847E+000
-4.9744201E-001	2.828038277791798E+000
-4.9705771E-001	2.865884729665311E+000
-4.9652541E-001	2.904032658378487E+000
-4.9608153E-001	2.942222830023005E+000
-4.9547288E-001	2.980367591033442E+000
-4.9501458E-001	3.018666445049313E+000
-4.9450621E-001	3.057208601841708E+000
-4.9403602E-001	3.095676661325984E+000
-4.9358729E-001	3.134210739073204E+000
-4.9302876E-001	3.172874713333842E+000
-4.9247742E-001	3.211521073080334E+000
-4.9197856E-001	3.250252061062451E+000
-4.9156326E-001	3.289572015363612E+000
-4.9094516E-001	3.328589624351199E+000
-4.9052504E-001	3.367610540375068E+000
-4.8997605E-001	3.406716172327016E+000
-4.8947960E-001	3.446088930055339E+000
-4.8904282E-001	3.485294220805450E+000
-4.8852250E-001	3.525016317419786E+000
-4.8798543E-001	3.564948979881180E+000
-4.8749384E-001	3.604522021860028E+000
-4.8701879E-001	3.644517475451664E+000
-4.8654857E-001	3.684320064852670E+000
-4.8600200E-001	3.724453016199387E+000
-4.8555812E-001	3.764942691358513E+000
-4.8500195E-001	3.805787963811170E+000
-4.8455080E-001	3.846474097439128E+000
-4.8403054E-001	3.887286462736547E+000
-4.8357469E-001	3.928098368964342E+000
-4.8304000E-001	3.969236899034175E+000
-4.8253405E-001	4.010430983194624E+000
-4.8199937E-001	4.052284997792995E+000
-4.8156258E-001	4.094174041475441E+000
-4.8103511E-001	4.135778811064050E+000
-4.8056015E-001	4.177930497831000E+000
-4.7998253E-001	4.220472722156479E+000
-4.7956240E-001	4.262509937685373E+000
-4.7899678E-001	4.305053517056933E+000
-4.7849792E-001	4.347981278906502E+000
-4.7802058E-001	4.390796143828854E+000
-4.7751454E-001	4.433706124432163E+000
-4.7701570E-001	4.476536124202909E+000
-4.7651446E-001	4.519714464290608E+000
-4.7606814E-001	4.563027427600488E+000
-4.7553584E-001	4.606949428419363E+000
-4.7498214E-001	4.650748254197579E+000
-4.7449765E-001	4.694317195943384E+000
-4.7407761E-001	4.738130613545742E+000
-4.7353333E-001	4.782271474763135E+000
-4.7299638E-001	4.826360715103594E+000
-4.7253567E-001	4.871116221369263E+000
-4.7196522E-001	4.916104299904692E+000
-4.7146162E-001	4.960559674712897E+000
-4.7102481E-001	5.005539259606579E+000
-4.7049499E-001	5.050465231510842E+000
-4.7002476E-001	5.095699767704380E+000
-4.6953070E-001	5.140852512110897E+000
-4.6897218E-001	5.186977393284296E+000
-4.6849245E-001	5.232627843677402E+000
-4.6799842E-001	5.278262482100487E+000
-4.6752337E-001	5.324846547470486E+000
-4.6701261E-001	5.370877745062296E+000
-4.6648753E-001	5.416847569667453E+000
-4.6598393E-001	5.463625482894734E+000
-4.6545643E-001	5.510402191319210E+000
-4.6500054E-001	5.556642368285594E+000
-4.6451366E-001	5.603398329865259E+000
-4.6395749E-001	5.650272285181877E+000
-4.6348730E-001	5.696993835590065E+000
-4.6295741E-001	5.744408495540860E+000
-4.6248245E-001	5.792073176247748E+000
-4.6195742E-001	5.839321097718426E+000
-4.6155879E-001	5.887015421016315E+000
-4.6102655E-001	5.934223252789728E+000
-4.6052527E-001	5.982093287790583E+000
-4.5997635E-001	6.029836115449293E+000
-4.5953482E-001	6.078671324043057E+000
-4.5897150E-001	6.127206033568470E+000
-4.5846072E-001	6.175198213194264E+000
-4.5799768E-001	6.223698480658214E+000
-4.5752266E-001	6.272384022368925E+000
-4.5699283E-001	6.320680708635017E+000
-4.5652026E-001	6.369978465331652E+000
-4.5599517E-001	6.419428745642086E+000
-4.5550108E-001	6.468398144593274E+000
-4.5503566E-001	6.517712162150016E+000
-4.5447719E-001	6.567536070646994E+000
-4.5402601E-001	6.616832217427267E+000
-4.5341742E-001	6.666150461366726E+000
-4.5293766E-001	6.716225529169037E+000
-4.5244837E-001	6.765825093932719E+000
-4.5194000E-001	6.815179186154324E+000
-4.5146263E-001	6.864569943714286E+000
-4.5094225E-001	6.914073887887359E+000
-4.5046490E-001	6.963224190895332E+000
-4.4998041E-001	7.013159923101341E+000
-4.4943622E-001	7.063209352424422E+000
-4.4893259E-001	7.112795859571296E+000
-4.4846484E-001	7.162388770654857E+000
-4.4800174E-001	7.211893868696421E+000
-4.4751719E-001	7.261630045489714E+000
-4.4700405E-001	7.311697798822508E+000
-4.4646937E-001	7.362055003502860E+000
-4.4596100E-001	7.411832671067827E+000
-4.4544783E-001	7.461596745348060E+000
-4.4498482E-001	7.511406335453074E+000
-4.4450980E-001	7.561259424081441E+000
-4.4394657E-001	7.611027477895875E+000
-4.4347635E-001	7.661652865197780E+000
-4.4296318E-001	7.711788590531292E+000
-4.4248348E-001	7.760889020710554E+000
-4.4194883E-001	7.811025933055561E+000
-4.4148812E-001	7.860907540244810E+000
-4.4102275E-001	7.909897454464157E+000
-4.4049048E-001	7.959808715800271E+000
-4.3995818E-001	8.009644390426260E+000
-4.3945459E-001	8.058491936220932E+000
-4.3895814E-001	8.107780344050042E+000
-4.3844974E-001	8.156903415608028E+000
-4.3797716E-001	8.205941364967699E+000
-4.3744972E-001	8.254899639482886E+000
-4.3699142E-001	8.304528552419811E+000
-4.3652123E-001	8.353655041974392E+000
-4.3600565E-001	8.402270385327661E+000
-4.3546626E-001	8.450673961619025E+000
-4.3498895E-001	8.500141812432503E+000
-4.3448526E-001	8.548489724796539E+000
-4.3395776E-001	8.598024589598907E+000
-4.3348998E-001	8.647184040992727E+000
-4.3300548E-001	8.695213160233364E+000
-4.3244457E-001	8.743292130407071E+000
-4.3201017E-001	8.789305933019988E+000
-4.3149701E-001	8.837521218632929E+000
-4.3096948E-001	8.885875914788401E+000
-4.3048498E-001	8.934471521282632E+000
-4.2990503E-001	8.982200001618565E+000
-4.2946106E-001	9.030212443666632E+000
-4.2900994E-001	9.079317662878054E+000
-4.2845619E-001	9.126622402864086E+000
-4.2801943E-001	9.174148446697245E+000
-4.2748004E-001	9.222747205188654E+000
-4.2691672E-001	9.270110719430989E+000
-4.2649427E-001	9.314919428296900E+000
-4.2592144E-001	9.362447987208896E+000
-4.2550376E-001	9.409423674557715E+000
-4.2500490E-001	9.456027694819113E+000
-4.2447266E-001	9.504283599003173E+000
-4.2397383E-001	9.551845459781170E+000
-4.2343912E-001	9.598352308321737E+000
-4.2288780E-001	9.645366399929856E+000
-4.2250827E-001	9.691942341067246E+000
-4.2204523E-001	9.737969457025414E+000
-4.2146528E-001	9.784139878523035E+000
-4.2091396E-001	9.831425873011000E+000
-4.2049378E-001	9.876661242037354E+000
-4.1993770E-001	9.921585263759269E+000
-4.1945800E-001	9.966105570131397E+000
-4.1897106E-001	1.001327921745795E+001
-4.1849366E-001	1.005869028809812E+001
-4.1792807E-001	1.010519470771868E+001
-4.1741487E-001	1.015149241928387E+001
-4.1695657E-001	1.019606953711335E+001
-4.1648161E-001	1.024239257436182E+001
-4.1595891E-001	1.028931234294493E+001
-4.1544336E-001	1.033526871089086E+001
-4.1494450E-001	1.038094080005834E+001
-4.1443133E-001	1.042782874140229E+001
-4.1394204E-001	1.046899927114760E+001
-4.1347423E-001	1.051248147047201E+001
-4.1294199E-001	1.055715093569733E+001
-4.1242403E-001	1.060131939837088E+001
-4.1196817E-001	1.064556898432815E+001
-4.1150033E-001	1.068972009040945E+001
-4.1096091E-001	1.073351630408399E+001
-4.1047639E-001	1.077803888982586E+001
-4.1002530E-001	1.082109909099943E+001
-4.0951690E-001	1.086730745785648E+001
-4.0894407E-001	1.091095220997792E+001
-4.0843809E-001	1.095562759883889E+001
-4.0792015E-001	1.099560607528372E+001
-4.0743324E-001	1.103578056997858E+001
-4.0692252E-001	1.107905495426860E+001
-4.0644985E-001	1.112166558338703E+001
-4.0595821E-001	1.116408651250573E+001
-4.0551424E-001	1.120682137636099E+001
-4.0491277E-001	1.124919406277225E+001
-4.0448317E-001	1.129174497264386E+001
-4.0395090E-001	1.133581059158403E+001
-4.0346161E-001	1.137804209757749E+001
-4.0292695E-001	1.141598602956162E+001
-4.0245438E-001	1.145906523508277E+001
-4.0194118E-001	1.150190430019703E+001
-4.0140656E-001	1.154532156631795E+001
-4.0095550E-001	1.158399229555471E+001
-4.0042797E-001	1.162560193022831E+001
-3.9991719E-001	1.166758032692482E+001
-3.9946848E-001	1.170995208475975E+001
-3.9893624E-001	1.175353909629685E+001
-3.9846367E-001	1.179590311158299E+001
-3.9792183E-001	1.183826917344357E+001
-3.9745402E-001	1.187937759167654E+001
-3.9691219E-001	1.192009613732077E+001
-3.9640382E-001	1.195998874674848E+001
-3.9596224E-001	1.200075468094857E+001
-3.9547294E-001	1.204183209975494E+001
-3.9490968E-001	1.208481479526134E+001
-3.9443710E-001	1.212469461438437E+001
-3.9400747E-001	1.216516524278882E+001
-3.9343947E-001	1.220539563028226E+001
-3.9298353E-001	1.224788151739804E+001
-3.9247754E-001	1.228942376987419E+001
-3.9194527E-001	1.232577244278693E+001
-3.9145598E-001	1.236222930824066E+001
-3.9089268E-001	1.240341484026502E+001
-3.9037472E-001	1.244269809631453E+001
-3.8994271E-001	1.248288002002113E+001
-3.8946775E-001	1.252134212331404E+001
-3.8892832E-001	1.256127458050707E+001
-3.8838655E-001	1.259960439074741E+001
-3.8795933E-001	1.263816243421809E+001
-3.8745332E-001	1.267618181705026E+001
-3.8693058E-001	1.271601351878798E+001
-3.8652244E-001	1.275751197925493E+001
-3.8598064E-001	1.279689085108836E+001
-3.8545793E-001	1.283596391190289E+001
-3.8496149E-001	1.287294940083568E+001
-3.8440296E-001	1.291253262424190E+001
-3.8390893E-001	1.295083029322339E+001
-3.8346976E-001	1.298832636415526E+001
-3.8300428E-001	1.302544532324623E+001
-3.8247445E-001	1.306383529606835E+001
-3.8193741E-001	1.310131431435025E+001
-3.8146007E-001	1.313923050422920E+001
-3.8094211E-001	1.317680988381190E+001
-3.8054115E-001	1.321356848657898E+001
-3.7990621E-001	1.324866228278614E+001
-3.7937877E-001	1.328630178812665E+001
-3.7887752E-001	1.332489045192662E+001
-3.7848371E-001	1.336191916930902E+001
-3.7801826E-001	1.340073785141215E+001
-3.7743112E-001	1.343917982299146E+001
-3.7696332E-001	1.347596195475904E+001
-3.7644777E-001	1.351438593674618E+001
-3.7598950E-001	1.355144314234292E+001
-3.7541908E-001	1.358804360588846E+001
-3.7495601E-001	1.362594372731087E+001
-3.7445956E-001	1.366142231245365E+001
-3.7396073E-001	1.369744043764933E+001
-3.7345234E-001	1.373257934160080E+001
-3.7288663E-001	1.376980833251474E+001
-3.7247851E-001	1.380681916700399E+001
-3.7195101E-001	1.384352352324350E+001
-3.7149513E-001	1.388235448444900E+001
-3.7096766E-001	1.391910870324202E+001
-3.7042585E-001	1.395588223481121E+001
-3.6992463E-001	1.399442978319127E+001
-3.6940435E-001	1.403641544816372E+001
-3.6894366E-001	1.407417683083206E+001
-3.6843050E-001	1.411005990506581E+001
-3.6793643E-001	1.415190295357001E+001
-3.6747336E-001	1.419027562915022E+001
-3.6694351E-001	1.422873855194251E+001
-3.6645660E-001	1.426856685144027E+001
-3.6591244E-001	1.430606797609056E+001
-3.6552337E-001	1.434484334263752E+001
-3.6497438E-001	1.438374925322364E+001
-3.6442545E-001	1.442308756079120E+001
-3.6395288E-001	1.446183138844301E+001
-3.6341581E-001	1.450054783570005E+001
-3.6289787E-001	1.453855020153715E+001
-3.6246109E-001	1.457570041921190E+001
-3.6195275E-001	1.461630284865987E+001
-3.6144432E-001	1.465461560575481E+001
-3.6090252E-001	1.469165281577043E+001
-3.6041084E-001	1.473197823890757E+001
-3.5992154E-001	1.477106910676574E+001
-3.5938212E-001	1.480870908519473E+001
-3.5891670E-001	1.484875257553438E+001
-3.5852286E-001	1.488987708447225E+001
-3.5797870E-001	1.492747603890825E+001
-3.5741064E-001	1.496580657572258E+001
-3.5697863E-001	1.500632998952091E+001
-3.5645354E-001	1.504611095625529E+001
-3.5597375E-001	1.508612506882548E+001
-3.5539854E-001	1.512951219981886E+001
-3.5499039E-001	1.517319310781291E+001
-3.5443905E-001	1.521346030556862E+001
-3.5400227E-001	1.525560396663582E+001
-3.5342464E-001	1.529510254547296E+001
-3.5293296E-001	1.533585956892250E+001
-3.5249618E-001	1.537795189738915E+001
-3.5192576E-001	1.541972679308321E+001
-3.5146990E-001	1.545864236794762E+001
-3.5092571E-001	1.550173981244308E+001
-3.5041970E-001	1.554129756502272E+001
-3.4997809E-001	1.557628766572924E+001
-3.4941006E-001	1.561234151843180E+001
-3.4896132E-001	1.565314522766170E+001
-3.4836465E-001	1.569602929930948E+001
-3.4792072E-001	1.574077358911782E+001
-3.4742662E-001	1.578220308689100E+001
-3.4696835E-001	1.582480382500450E+001
-3.4638122E-001	1.586554291526181E+001
-3.4592295E-001	1.590502031350548E+001
-3.4548140E-001	1.594587369533889E+001
-3.4497064E-001	1.599085705260610E+001
-3.4443358E-001	1.603468016035316E+001
-3.4396815E-001	1.607466931210249E+001
-3.4346929E-001	1.611572077802124E+001
-3.4289172E-001	1.615594512029662E+001
-3.4245014E-001	1.619766646752276E+001
-3.4193936E-001	1.623874973498823E+001
-3.4142861E-001	1.627952241757430E+001
-3.4093213E-001	1.632384223316927E+001
-3.4047863E-001	1.636880485299807E+001
-3.3992249E-001	1.641270656496327E+001
-3.3937594E-001	1.645956878320624E+001
-3.3891532E-001	1.650525454686644E+001
-3.3845463E-001	1.655054220578450E+001
-3.3797964E-001	1.659875156355867E+001
-3.3745459E-001	1.664460974868126E+001
-3.3685309E-001	1.669033805327718E+001
-3.3645928E-001	1.673218210385420E+001
-3.3599862E-001	1.677385702187625E+001
-3.3548072E-001	1.681599597138914E+001
-3.3498180E-001	1.686170118309713E+001
-3.3444241E-001	1.690945683675221E+001
-3.3397460E-001	1.695654172108544E+001
-3.3348057E-001	1.700249171767950E+001
-3.3293638E-001	1.704846605283461E+001
-3.3242318E-001	1.709362988211612E+001
-3.3189568E-001	1.713951128958219E+001
-3.3140883E-001	1.718744602923931E+001
-3.3097437E-001	1.723564869573187E+001
-3.3044693E-001	1.728039287019845E+001
-3.2998866E-001	1.732969716811903E+001
-3.2944205E-001	1.737727532370198E+001
-3.2893130E-001	1.742035484520523E+001
-3.2849213E-001	1.745802941936284E+001
-3.2832980E-001	1.747892611125516E+001
