Ewe/V	<I>/mA	
-6.0907549E-001	2.469493892545310E-002
-6.0862422E-001	2.520864823778171E-002
-6.0813951E-001	2.572488937491121E-002
-6.0761416E-001	2.624603838791523E-002
-6.0714155E-001	2.676485010355228E-002
-6.0662580E-001	2.725394619097680E-002
-6.0614824E-001	2.774974450338396E-002
-6.0557759E-001	2.826579341220414E-002
-6.0511428E-001	2.877495956652423E-002
-6.0465109E-001	2.928165209403777E-002
-6.0409003E-001	2.976937036394335E-002
-6.0363162E-001	3.025836603683657E-002
-6.0312539E-001	3.075371443781699E-002
-6.0262156E-001	3.125538971629749E-002
-6.0208201E-001	3.175458984222817E-002
-6.0155678E-001	3.222108702176785E-002
-6.0113168E-001	3.270644790305499E-002
-6.0065889E-001	3.317841431366964E-002
-6.0007626E-001	3.364194214374858E-002
-5.9961307E-001	3.412903408037971E-002
-5.9911406E-001	3.460880737550925E-002
-5.9867233E-001	3.508047126902092E-002
-5.9806108E-001	3.552005053412727E-002
-5.9755737E-001	3.598450451693980E-002
-5.9708220E-001	3.642662958479953E-002
-5.9661895E-001	3.688241472006015E-002
-5.9615099E-001	3.733922282127677E-002
-5.9560657E-001	3.779562228731426E-002
-5.9513378E-001	3.822165575395564E-002
-5.9460139E-001	3.866523136255022E-002
-5.9411669E-001	3.908462083761973E-002
-5.9358895E-001	3.952520092377421E-002
-5.9312344E-001	3.995970120351489E-002
-5.9260291E-001	4.039518676761822E-002
-5.9213960E-001	4.079256450262547E-002
-5.9162396E-001	4.120170015617530E-002
-5.9114397E-001	4.162356851587523E-002
-5.9054708E-001	4.203987161725592E-002
-5.9014595E-001	4.245021135245247E-002
-5.8960634E-001	4.286597213900156E-002
-5.8910012E-001	4.324355442043781E-002
-5.8863455E-001	4.362672981621987E-002
-5.8811635E-001	4.404402811815245E-002
-5.8758152E-001	4.444173637671334E-002
-5.8715653E-001	4.482013511252170E-002
-5.8661932E-001	4.520354666586957E-002
-5.8609879E-001	4.557211816132345E-002
-5.8561647E-001	4.596211705211628E-002
-5.8515090E-001	4.634973665819331E-002
-5.8464944E-001	4.671222798070529E-002
-5.8415526E-001	4.706284436445119E-002
-5.8360130E-001	4.742922215445755E-002
-5.8311892E-001	4.780941550064943E-002
-5.8266294E-001	4.817595078693670E-002
-5.8214241E-001	4.851453105182124E-002
-5.8164340E-001	4.887553240338377E-002
-5.8110136E-001	4.921685401524856E-002
-5.8066446E-001	4.957823970951780E-002
-5.8007467E-001	4.994944242457411E-002
-5.7959235E-001	5.029829679979991E-002
-5.7917213E-001	5.062238534155358E-002
-5.7861102E-001	5.096391692770108E-002
-5.7815498E-001	5.131073343903120E-002
-5.7761538E-001	5.166688649825530E-002
-5.7711399E-001	5.202941506872038E-002
-5.7662451E-001	5.238098122798229E-002
-5.7611352E-001	5.271711555289792E-002
-5.7563835E-001	5.304338594733382E-002
-5.7507008E-001	5.342547296198918E-002
-5.7461405E-001	5.377086884937010E-002
-5.7409585E-001	5.414427765186380E-002
-5.7364470E-001	5.451869929044112E-002
-5.7306683E-001	5.486387133381232E-002
-5.7258457E-001	5.523595887196109E-002
-5.7208073E-001	5.564044620097875E-002
-5.7158881E-001	5.603943269405210E-002
-5.7112092E-001	5.644275067069304E-002
-5.7058847E-001	5.684948979159610E-002
-5.7011795E-001	5.727443560574191E-002
-5.6961185E-001	5.768603667284556E-002
-5.6909370E-001	5.815388367783946E-002
-5.6862575E-001	5.864057527025324E-002
-5.6810760E-001	5.912212590495136E-002
-5.6757754E-001	5.959355897046020E-002
-5.6707138E-001	6.012210293115338E-002
-5.6660342E-001	6.064081402139788E-002
-5.6608999E-001	6.119879865511013E-002
-5.6556475E-001	6.181085502110665E-002
-5.6510144E-001	6.241430801619030E-002
-5.6457621E-001	6.302643828676758E-002
-5.6411064E-001	6.368735430249619E-002
-5.6357574E-001	6.437388936912081E-002
-5.6309348E-001	6.509178936460419E-002
-5.6260633E-001	6.587063712637020E-002
-5.6204522E-001	6.667307745226392E-002
-5.6160355E-001	6.750564799240943E-002
-5.6109256E-001	6.839212266963113E-002
-5.6057918E-001	6.931909462442176E-002
-5.6013274E-001	7.027888927086967E-002
-5.5958354E-001	7.130201898058643E-002
-5.5908692E-001	7.240053724682239E-002
-5.5855924E-001	7.352860381947557E-002
-5.5810082E-001	7.472165965267452E-002
-5.5761379E-001	7.599968235110555E-002
-5.5710274E-001	7.733276353593821E-002
-5.5663240E-001	7.874398741977390E-002
-5.5611902E-001	8.025727421844379E-002
-5.5556262E-001	8.182994804753884E-002
-5.5509233E-001	8.349087084533484E-002
-5.5460048E-001	8.525051080533441E-002
-5.5408955E-001	8.710973512510223E-002
-5.5359757E-001	8.903745442131683E-002
-5.5306035E-001	9.109714108512735E-002
-5.5260438E-001	9.326882966196059E-002
-5.5204326E-001	9.550645848695372E-002
-5.5154186E-001	9.788952772827862E-002
-5.5110967E-001	1.004449654228097E-001
-5.5058676E-001	1.030965757435887E-001
-5.5017126E-001	1.058707426646355E-001
-5.4957670E-001	1.088404349273984E-001
-5.4914218E-001	1.119364177410571E-001
-5.4858595E-001	1.151899194500032E-001
-5.4801518E-001	1.186314727570634E-001
-5.4757828E-001	1.222149393172693E-001
-5.4705769E-001	1.259750311632777E-001
-5.4662323E-001	1.299859149563140E-001
-5.4610747E-001	1.341883255676114E-001
-5.4560602E-001	1.385803630827351E-001
-5.4513806E-001	1.432174265391175E-001
-5.4457211E-001	1.480922585112401E-001
-5.4411858E-001	1.531837439891374E-001
-5.4363143E-001	1.585584187311126E-001
-5.4309422E-001	1.642488642295699E-001
-5.4262388E-001	1.702381791698964E-001
-5.4203409E-001	1.765117941761526E-001
-5.4161859E-001	1.831677996281300E-001
-5.4108852E-001	1.901830002868512E-001
-5.4057753E-001	1.975927091892291E-001
-5.4010481E-001	2.055321475214151E-001
-5.3960818E-001	2.139270136980036E-001
-5.3912348E-001	2.228284935281338E-001
-5.3860539E-001	2.324049213285750E-001
-5.3809911E-001	2.427221488520956E-001
-5.3763360E-001	2.537781275153634E-001
-5.3713453E-001	2.658767743455011E-001
-5.3653514E-001	2.791235259998368E-001
-5.3605294E-001	2.936177340936776E-001
-5.3559691E-001	3.097429500939324E-001
-5.3508586E-001	3.278875970236932E-001
-5.3461552E-001	3.483278993347909E-001
-5.3411883E-001	3.716476758177967E-001
-5.3363186E-001	3.985125998277166E-001
-5.3310412E-001	4.295206279586381E-001
-5.3258836E-001	4.655291631058241E-001
-5.3214431E-001	5.075621025423260E-001
-5.3153539E-001	5.563824098197703E-001
-5.3111035E-001	6.128174752234897E-001
-5.3061140E-001	6.778793506175784E-001
-5.3010041E-001	7.518740098356904E-001
-5.2961808E-001	8.348976740328097E-001
-5.2907604E-001	9.272574927894039E-001
-5.2857703E-001	1.028451671324656E+000
-5.2813536E-001	1.137021035200348E+000
-5.2763391E-001	1.252457527235897E+000
-5.2712774E-001	1.373393666341187E+000
-5.2664548E-001	1.498247196211747E+000
-5.2617264E-001	1.625897776755630E+000
-5.2564979E-001	1.755565832020338E+000
-5.2508384E-001	1.885185127953161E+000
-5.2464688E-001	2.013447469707252E+000
-5.2418375E-001	2.140068676431561E+000
-5.2365845E-001	2.263962322320854E+000
-5.2317137E-001	2.383726608017523E+000
-5.2265078E-001	2.500063881795039E+000
-5.2209926E-001	2.611814307680298E+000
-5.2160501E-001	2.718024197008734E+000
-5.2114183E-001	2.820366136851005E+000
-5.2058786E-001	2.917726570232993E+000
-5.2012706E-001	3.010316365793325E+000
-5.1962799E-001	3.098471393896861E+000
-5.1912904E-001	3.182485064644570E+000
-5.1866579E-001	3.261830665195944E+000
-5.1816201E-001	3.337981802031422E+000
-5.1764148E-001	3.411720854262832E+000
-5.1718301E-001	3.481852011606008E+000
-5.1662195E-001	3.548781403506753E+000
-5.1610142E-001	3.614457375354756E+000
-5.1561433E-001	3.677579025705327E+000
-5.1516783E-001	3.738392632638653E+000
-5.1463300E-001	3.799011914786220E+000
-5.1410532E-001	3.858324517265530E+000
-5.1366597E-001	3.915367243404404E+000
-5.1310247E-001	3.972255426483059E+000
-5.1255566E-001	4.029102778105169E+000
-5.1212114E-001	4.084437281156994E+000
-5.1160777E-001	4.139545612768614E+000
-5.1108485E-001	4.194886582561523E+000
-5.1063842E-001	4.249126627654249E+000
-5.1011550E-001	4.303037670008271E+000
-5.0962836E-001	4.357843467188758E+000
-5.0912941E-001	4.411807948247478E+000
-5.0864470E-001	4.466103002852101E+000
-5.0810266E-001	4.521219329989108E+000
-5.0764900E-001	4.575718020378169E+000
-5.0709510E-001	4.629715589209184E+000
-5.0663185E-001	4.684828300330338E+000
-5.0613517E-001	4.739941181264477E+000
-5.0562185E-001	4.794609959537603E+000
-5.0509894E-001	4.850351347509377E+000
-5.0465959E-001	4.906075963543098E+000
-5.0407457E-001	4.961453344262445E+000
-5.0369024E-001	5.017809546189582E+000
-5.0310284E-001	5.074346464365327E+000
-5.0266594E-001	5.130529433461343E+000
-5.0211912E-001	5.186898241750846E+000
-5.0157708E-001	5.244035756743475E+000
-5.0117838E-001	5.300421873576198E+000
-5.0060058E-001	5.357061787885982E+000
-5.0011104E-001	5.414101113250664E+000
-4.9961680E-001	5.471228896089343E+000
-4.9914166E-001	5.527394853100638E+000
-4.9860445E-001	5.584355793133476E+000
-4.9815074E-001	5.641327863474522E+000
-4.9758497E-001	5.697057730035642E+000
-4.9710739E-001	5.754184220005600E+000
-4.9656299E-001	5.810851755029262E+000
-4.9610454E-001	5.866211461099425E+000
-4.9562460E-001	5.921631293654868E+000
-4.9509695E-001	5.977420026817341E+000
-4.9457401E-001	6.031719799365788E+000
-4.9409652E-001	6.085905054589260E+000
-4.9362612E-001	6.140189098399858E+000
-4.9314862E-001	6.192980119091046E+000
-4.9259946E-001	6.244573547515735E+000
-4.9205738E-001	6.297074296484211E+000
-4.9163240E-001	6.347986146540421E+000
-4.9107361E-001	6.397847766447072E+000
-4.9063677E-001	6.447921573450344E+000
-4.9008280E-001	6.497210590460526E+000
-4.8957896E-001	6.545043591727292E+000
-4.8911816E-001	6.593187223803007E+000
-4.8857141E-001	6.640626966474130E+000
-4.8808432E-001	6.685672386006659E+000
-4.8756379E-001	6.731402590526500E+000
-4.8708865E-001	6.776559251203537E+000
-4.8659679E-001	6.819892523924508E+000
-4.8607865E-001	6.862482119480759E+000
-4.8557004E-001	6.905659884148193E+000
-4.8506624E-001	6.946895213683433E+000
-4.8464602E-001	6.987120023833427E+000
-4.8411834E-001	7.027610880427802E+000
-4.8364317E-001	7.066787419570844E+000
-4.8308209E-001	7.104570487393204E+000
-4.8258543E-001	7.143025457938506E+000
-4.8203629E-001	7.180152971283846E+000
-4.8160651E-001	7.214086639151133E+000
-4.8115042E-001	7.249396635510124E+000
-4.8061085E-001	7.283958109974378E+000
-4.8016912E-001	7.317848103078860E+000
-4.7962236E-001	7.351291818435640E+000
-4.7908989E-001	7.384337455937217E+000
-4.7865531E-001	7.415365151164210E+000
-4.7810373E-001	7.446180102509786E+000
-4.7760716E-001	7.477392900183077E+000
-4.7708905E-001	7.507159226522555E+000
-4.7660667E-001	7.535845880401951E+000
-4.7608140E-001	7.564771891122703E+000
-4.7561815E-001	7.592450256611357E+000
-4.7516698E-001	7.618396063318358E+000
-4.7465357E-001	7.644874249763561E+000
-4.7404471E-001	7.670828152794755E+000
-4.7365549E-001	7.694489124412797E+000
-4.7310638E-001	7.718534180871785E+000
-4.7260261E-001	7.741649206775164E+000
-4.7215602E-001	7.762861025002237E+000
-4.7160211E-001	7.784487827226058E+000
-4.7115320E-001	7.805952014689523E+000
-4.7061121E-001	7.824099230715973E+000
-4.7014561E-001	7.841170027460663E+000
-4.6961555E-001	7.858473857853084E+000
-4.6909267E-001	7.873694597420567E+000
-4.6861270E-001	7.887284844716390E+000
-4.6811846E-001	7.900563346717121E+000
-4.6759319E-001	7.911511163009522E+000
-4.6717054E-001	7.919887195441462E+000
-4.6659750E-001	7.928665441446867E+000
-4.6609852E-001	7.935945251279322E+000
-4.6563286E-001	7.940336362732722E+000
-4.6512669E-001	7.943976750122118E+000
-4.6461338E-001	7.945948932086707E+000
-4.6413821E-001	7.944798325842129E+000
-4.6363440E-001	7.941587100318984E+000
-4.6313298E-001	7.936841377590952E+000
-4.6259812E-001	7.928755718072256E+000
-4.6212542E-001	7.917669983351004E+000
-4.6161205E-001	7.905094582127053E+000
-4.6110824E-001	7.888454693414488E+000
-4.6063784E-001	7.868710904967279E+000
-4.6015313E-001	7.846669068066177E+000
-4.5963505E-001	7.820966852025635E+000
-4.5908827E-001	7.790971820744637E+000
-4.5855579E-001	7.757660695406884E+000
-4.5812836E-001	7.718998207927768E+000
-4.5766047E-001	7.676079492112933E+000
-4.5708022E-001	7.630936062807195E+000
-4.5664087E-001	7.581935378588817E+000
-4.5610845E-001	7.527648436885123E+000
-4.5561409E-001	7.468393130356759E+000
-4.5513427E-001	7.404951233638570E+000
-4.5464718E-001	7.336463005116709E+000
-4.5416719E-001	7.262616823489907E+000
-4.5362997E-001	7.185111502362970E+000
-4.5312861E-001	7.101077160878098E+000
-4.5271796E-001	7.011776727020191E+000
-4.5211384E-001	6.917503399928411E+000
-4.5162669E-001	6.817833108954772E+000
-4.5103693E-001	6.712046038563741E+000
-4.5053789E-001	6.600860736052709E+000
-4.5010099E-001	6.482576978378844E+000
-4.4960436E-001	6.357444437550171E+000
-4.4907907E-001	6.226839512586583E+000
-4.4858000E-001	6.089568800621592E+000
-4.4809771E-001	5.945149802717871E+000
-4.4764170E-001	5.794232715116564E+000
-4.4710687E-001	5.637356703744935E+000
-4.4663405E-001	5.473939322425238E+000
-4.4613028E-001	5.304474728776341E+000
-4.4558588E-001	5.130899779602487E+000
-4.4511315E-001	4.951414510521609E+000
-4.4459262E-001	4.766736881954486E+000
-4.4404346E-001	4.577636289413572E+000
-4.4364709E-001	4.384986732139907E+000
-4.4310743E-001	4.189017313903253E+000
-4.4266337E-001	3.991782303294641E+000
-4.4213569E-001	3.793654548731453E+000
-4.4157216E-001	3.593725137322224E+000
-4.4108269E-001	3.394910480838554E+000
-4.4062662E-001	3.197870635654503E+000
-4.4010854E-001	3.004068561494161E+000
-4.3960240E-001	2.816157892021131E+000
-4.3909854E-001	2.634968988878123E+000
-4.3858516E-001	2.461261701438396E+000
-4.3812919E-001	2.296824184477696E+000
-4.3761814E-001	2.143033496880287E+000
-4.3709531E-001	2.000232314892159E+000
-4.3660820E-001	1.868281885618153E+000
-4.3607336E-001	1.747207855918404E+000
-4.3554801E-001	1.636039123273012E+000
-4.3509439E-001	1.534825813850133E+000
-4.3463597E-001	1.445451594903513E+000
-4.3412736E-001	1.367146809029904E+000
-4.3359968E-001	1.298876733398737E+000
-4.3306488E-001	1.239706742493638E+000
-4.3262315E-001	1.188744342171493E+000
-4.3205008E-001	1.144555043654300E+000
-4.3161318E-001	1.106267458577948E+000
-4.3108308E-001	1.073418660127462E+000
-4.3066996E-001	1.053339075883233E+000
-4.3047893E-001	1.050710293434429E+000
